Probe,GeneID,Symbol,Distance,Sides,Raw.p,Pe
cg07160602,ENSG00000278022,RP11-35O15.2,6596,R2,2.725608962452482e-28,9.999000099990002e-5
cg10100887,ENSG00000101146,RAE1,318991,L10,2.746399555072462e-28,5.999400059994001e-4
cg02866152,ENSG00000196421,LINC00176,124530,L9,3.0960125696487084e-28,9.999000099990002e-5
cg08404739,ENSG00000102910,LONP2,8781,R2,3.1333440887671038e-28,9.999000099990002e-5
cg25961292,ENSG00000175575,PAAF1,159722,R8,3.1333440887671038e-28,9.999000099990002e-5
cg00601836,ENSG00000219395,HSPA8P15,395251,L3,3.2373449918498688e-28,9.999000099990002e-5
cg21250232,ENSG00000276418,RP11-26J3.4,89884,L5,3.5731883452589907e-28,9.999000099990002e-5
cg03387103,ENSG00000214367,HAUS3,401221,R10,3.6173171570273733e-28,9.999000099990002e-5
cg05524387,ENSG00000169398,PTK2,560884,R7,3.9804459425951253e-28,9.999000099990002e-5
cg24242290,ENSG00000145439,CBR4,120134,R4,3.9804459425951253e-28,2.9997000299970003e-4
cg13872307,ENSG00000149657,LSM14B,321234,R4,4.076739397057954e-28,9.999000099990002e-5
cg08382072,ENSG00000237685,RP11-360O19.4,6529,L2,4.083158160866175e-28,4.999500049995e-4
cg21715896,ENSG00000140403,DNAJA4,117038,R3,4.225527976547342e-28,4.999500049995e-4
cg05492975,ENSG00000130699,TAF4,409015,R3,4.276311293284672e-28,9.999000099990002e-5
cg05903710,ENSG00000169189,NSMCE1,95616,L3,4.432321603940884e-28,1.9998000199980003e-4
cg05890855,ENSG00000230838,LINC01614,198943,L3,4.782980424206299e-28,9.999000099990002e-5
cg15765380,ENSG00000198843,SELENOT,129489,L5,4.876492019768154e-28,6.999300069993001e-4
cg10754794,ENSG00000107864,CPEB3,0,L4,4.994264231470031e-28,2.9997000299970003e-4
cg17339440,ENSG00000156675,RAB11FIP1,0,L2,4.994264231470031e-28,9.999000099990002e-5
cg20439473,ENSG00000180891,CUEDC1,28385,L3,5.4291214042453355e-28,9.999000099990002e-5
cg14602087,ENSG00000253161,LINC01605,144684,L7,5.831605231446645e-28,9.999000099990002e-5
cg10244976,ENSG00000276931,RP11-161M6.6,3555,R1,6.300903545950498e-28,9.999000099990002e-5
cg04827020,ENSG00000259390,RP11-27M9.1,63599,L1,6.828410956246139e-28,3.9996000399960006e-4
cg24784466,ENSG00000167920,TMEM99,122205,L6,7.225275327911948e-28,9.999000099990002e-5
cg08240383,ENSG00000082512,TRAF5,941448,R9,7.311726507236748e-28,9.999000099990002e-5
cg21239317,ENSG00000169193,CCDC126,0,R1,7.311726507236748e-28,9.999000099990002e-5
cg02536065,ENSG00000134909,ARHGAP32,218757,R6,7.399203454620132e-28,6.999300069993001e-4
cg09001989,ENSG00000061794,MRPS35,142856,L8,7.399203454620132e-28,8.999100089991e-4
cg24803346,ENSG00000278060,RP11-466M21.1,39992,R1,7.550439487851439e-28,9.999000099990002e-5
cg01637789,ENSG00000259447,RP11-462P6.1,272793,L3,7.75349229101939e-28,9.999000099990002e-5
cg03103549,ENSG00000241054,RP5-1002M8.4,59563,R3,8.092058084322174e-28,8.999100089991e-4
cg07891044,ENSG00000183665,TRMT12,213086,R8,8.948630563511612e-28,3.9996000399960006e-4
cg07565042,ENSG00000110315,RNF141,0,R1,9.609206012320135e-28,9.999000099990002e-5
cg16762308,ENSG00000125999,BPIFB1,0,R1,1.1073432567808649e-27,9.99900009999e-4
cg01869342,ENSG00000138785,INTS12,166529,L6,1.1078849307042158e-27,8.999100089991e-4
cg11524400,ENSG00000235027,AC068580.6,3052,R3,1.1895176241452194e-27,9.999000099990002e-5
cg20319457,ENSG00000132031,MATN3,58466,R3,1.2325432187094223e-27,4.999500049995e-4
cg14953730,ENSG00000148814,LRRC27,305407,L7,1.2472252720147029e-27,7.999200079992001e-4
cg02140072,ENSG00000136770,DNAJC1,244032,L9,1.3077081185585273e-27,6.999300069993001e-4
cg05177729,ENSG00000149716,ORAOV1,0,R1,1.354970813308185e-27,9.999000099990002e-5
cg20087413,ENSG00000109762,SNX25,144327,L9,1.5801323250314513e-27,9.999000099990002e-5
cg22367981,ENSG00000116906,GNPAT,550328,L9,1.5801323250314513e-27,1.9998000199980003e-4
cg25361447,ENSG00000237441,RGL2,0,R2,1.676289185359341e-27,2.9997000299970003e-4
cg02764722,ENSG00000110925,CSRNP2,2727,L1,1.6962057102795495e-27,1.9998000199980003e-4
cg01715680,ENSG00000170270,GON7,51936,L5,1.7163568682692296e-27,9.999000099990002e-5
cg11414345,ENSG00000124496,TRERF1,86233,R6,1.7367453995279274e-27,3.9996000399960006e-4
cg13016237,ENSG00000157212,PAXIP1,53882,R2,1.7782457015997224e-27,1.9998000199980003e-4
cg02973693,ENSG00000140836,ZFHX3,0,L7,1.842346802523732e-27,9.999000099990002e-5
cg11441533,ENSG00000174206,C12orf66,284731,R5,1.842346802523732e-27,1.9998000199980003e-4
cg14685146,ENSG00000108852,MPP2,101671,L8,2.1224832673730074e-27,1.9998000199980003e-4
cg00226822,ENSG00000196810,CTBP1-AS2,85413,R7,2.173114786238268e-27,2.9997000299970003e-4
cg03387103,ENSG00000068078,FGFR3,17368,L1,2.19887784241397e-27,9.999000099990002e-5
cg11876048,ENSG00000279555,RP11-426D19.1,17625,R3,2.2172008009545618e-27,9.999000099990002e-5
cg03211132,ENSG00000171806,METTL18,57917,R3,2.251315990878826e-27,1.9998000199980003e-4
cg15765380,ENSG00000260234,RP11-166N6.3,123060,R5,2.2708077005460467e-27,2.9997000299970003e-4
cg18444099,ENSG00000157212,PAXIP1,31490,R7,2.3323068487640005e-27,1.9998000199980003e-4
cg06235575,ENSG00000196132,MYT1,0,R1,2.5322584730572165e-27,4.999500049995e-4
cg12865818,ENSG00000245080,RP11-320N21.1,41188,L2,2.646468981402086e-27,9.999000099990002e-5
cg09458931,ENSG00000237487,VN1R48P,264117,R7,3.0095291916940665e-27,8.999100089991e-4
cg01070161,ENSG00000185621,LMLN,139178,R7,3.0213946339899605e-27,8.999100089991e-4
cg27109043,ENSG00000169398,PTK2,235548,L9,3.0571145365220817e-27,9.999000099990002e-5
cg18801567,ENSG00000163536,SERPINI1,2666,R1,3.1298152622465835e-27,9.999000099990002e-5
cg21466315,ENSG00000170819,BFSP2,100787,L7,3.2124272387580592e-27,9.999000099990002e-5
cg21614682,ENSG00000145882,PCYOX1L,207786,R7,3.242092465041017e-27,1.9998000199980003e-4
cg15765380,ENSG00000239265,CLRN1-AS1,92547,R3,3.3570224737976255e-27,1.9998000199980003e-4
cg25274975,ENSG00000121270,ABCC11,0,R1,3.603446925715227e-27,1.9998000199980003e-4
cg22830638,ENSG00000116096,SPR,90285,L2,3.68901944647986e-27,9.999000099990002e-5
cg09044174,ENSG00000149657,LSM14B,389303,R5,3.732558236055268e-27,9.999000099990002e-5
cg17814028,ENSG00000130699,TAF4,184223,R1,3.821170082490094e-27,9.999000099990002e-5
cg16772207,ENSG00000196421,LINC00176,124491,L9,3.911833910459114e-27,9.999000099990002e-5
cg11618057,ENSG00000130699,TAF4,59408,R1,3.958013175356636e-27,9.999000099990002e-5
cg27159583,ENSG00000159267,HLCS,0,L3,3.958013175356636e-27,9.999000099990002e-5
cg01456609,ENSG00000205629,LCMT1,511228,L9,4.004698683521062e-27,9.999000099990002e-5
cg20584546,ENSG00000135638,EMX1,84896,L1,4.1182529048733156e-27,8.999100089991e-4
cg26738880,ENSG00000157212,PAXIP1,306363,R3,4.5026489523896394e-27,1.9998000199980003e-4
cg12620035,ENSG00000106077,ABHD11,94415,L3,4.609370954485263e-27,9.999000099990002e-5
cg16363238,ENSG00000130363,RSPH3,197045,L6,5.2427615070283305e-27,5.999400059994001e-4
cg24757937,ENSG00000100625,SIX4,64686,R2,5.893073805212377e-27,9.999000099990002e-5
cg09622285,ENSG00000170502,NUDT9,2785,R1,6.0324281731757035e-27,9.999000099990002e-5
cg21538450,ENSG00000163545,NUAK2,22913,L1,6.0324281731757035e-27,8.999100089991e-4
cg17740401,ENSG00000108439,PNPO,85171,L6,6.175049075271766e-27,9.999000099990002e-5
cg21746001,ENSG00000182544,MFSD5,34261,R2,6.2476081221997426e-27,9.999000099990002e-5
cg17234201,ENSG00000178950,GAK,59465,R4,6.779742117067635e-27,1.9998000199980003e-4
cg01637789,ENSG00000137801,THBS1,0,R1,7.021333562335676e-27,9.999000099990002e-5
cg15644639,ENSG00000170881,RNF139,38785,L3,7.271457651690358e-27,9.999000099990002e-5
cg19948255,ENSG00000099940,SNAP29,0,R2,7.271457651690358e-27,1.9998000199980003e-4
cg00095333,ENSG00000133195,SLC39A11,469553,R6,7.530413005051227e-27,3.9996000399960006e-4
cg06698399,ENSG00000130699,TAF4,220077,R2,7.530413005051227e-27,9.999000099990002e-5
cg24509898,ENSG00000116406,EDEM3,346507,L7,7.708108307747333e-27,9.999000099990002e-5
cg13429194,ENSG00000059758,CDK17,11005,R1,8.170741655145871e-27,5.999400059994001e-4
cg06880420,ENSG00000162702,ZNF281,254079,R6,8.560582196268202e-27,9.999000099990002e-5
cg12629991,ENSG00000269887,RP11-477H21.2,21530,R1,8.916708936892293e-27,9.999000099990002e-5
cg03847535,ENSG00000114861,FOXP1,1190869,R10,9.073904148057382e-27,2.9997000299970003e-4
cg09147400,ENSG00000261538,RP11-3M1.1,68669,L1,9.38041187076196e-27,1.9998000199980003e-4
cg05617307,ENSG00000151929,BAG3,0,R1,9.39642480747675e-27,9.999000099990002e-5
cg03211132,ENSG00000117475,BLZF1,338069,L9,9.730306965544293e-27,9.999000099990002e-5
cg02210498,ENSG00000099940,SNAP29,29894,L1,9.84419394919422e-27,1.9998000199980003e-4
cg10141942,ENSG00000260989,LA16c-395F10.2,0,R1,9.998528645719212e-27,4.999500049995e-4
cg08815672,ENSG00000218357,LINC01644,927199,R10,1.0113037977312812e-26,3.9996000399960006e-4
cg08018572,ENSG00000276931,RP11-161M6.6,3781,R1,1.0678636030356097e-26,9.999000099990002e-5
cg15086439,ENSG00000116977,LGALS8,118228,R3,1.347213791653429e-26,8.999100089991e-4
cg08959645,ENSG00000112118,MCM3,131635,L2,1.4112087363129181e-26,3.9996000399960006e-4
cg13476635,ENSG00000134909,ARHGAP32,180534,R6,1.512892855144574e-26,9.99900009999e-4
cg15873474,ENSG00000184402,SS18L1,272851,R6,1.512892855144574e-26,1.9998000199980003e-4
cg19897113,ENSG00000204178,TMEM57,257001,L5,1.5305324872916457e-26,9.999000099990002e-5
cg20268352,ENSG00000237166,LINC01792,13043,L1,1.6918896260650235e-26,6.999300069993001e-4
cg00225196,ENSG00000253414,RP11-150O12.6,182323,L5,1.6986073577665726e-26,9.999000099990002e-5
cg23856293,ENSG00000196421,LINC00176,124025,L9,1.718521198217173e-26,9.999000099990002e-5
cg00169930,ENSG00000178950,GAK,106664,R6,1.863586519443525e-26,1.9998000199980003e-4
cg19437852,ENSG00000179943,FIZ1,82128,L10,1.8852755173731724e-26,9.999000099990002e-5
cg10487221,ENSG00000130699,TAF4,408972,R3,1.9294069732929748e-26,9.999000099990002e-5
cg08382072,ENSG00000111845,PAK1IP1,173617,R5,1.9975311978698537e-26,9.99900009999e-4
cg13211324,ENSG00000206530,CFAP44,213278,L9,1.9975311978698537e-26,5.999400059994001e-4
cg10330955,ENSG00000177082,WDR73,32413,R7,2.0207649513887556e-26,3.9996000399960006e-4
cg10547843,ENSG00000106261,ZKSCAN1,11501,R1,2.0207649513887556e-26,2.9997000299970003e-4
cg02009766,ENSG00000259309,RP11-19J5.2,269036,L4,2.0254548133975874e-26,1.9998000199980003e-4
cg08240383,ENSG00000117625,RCOR3,873210,R8,2.1410132543898437e-26,8.999100089991e-4
cg09208942,ENSG00000100519,PSMC6,379241,R6,2.1410132543898437e-26,9.999000099990002e-5
cg13493546,ENSG00000187742,SECISBP2,542872,R9,2.1410132543898437e-26,6.999300069993001e-4
cg02831668,ENSG00000156504,FAM122B,110995,R2,2.16590073222086e-26,9.999000099990002e-5
cg16325421,ENSG00000130699,TAF4,58442,R1,2.16590073222086e-26,9.999000099990002e-5
cg00732656,ENSG00000239265,CLRN1-AS1,110455,R3,2.189796107995648e-26,1.9998000199980003e-4
cg03387103,ENSG00000168924,LETM1,0,R1,2.1910749518672658e-26,1.9998000199980003e-4
cg04115702,ENSG00000141570,CBX8,401832,R6,2.2165391870944902e-26,9.999000099990002e-5
cg27037013,ENSG00000159147,DONSON,359654,L2,2.375602974829661e-26,6.999300069993001e-4
cg24164612,ENSG00000094796,KRT31,45093,R4,2.387521111487934e-26,9.999000099990002e-5
cg02764722,ENSG00000183283,DAZAP2,151898,R8,2.431098895035133e-26,9.999000099990002e-5
cg22882121,ENSG00000243649,CFB,70516,R8,2.4593268387601837e-26,1.9998000199980003e-4
cg00625443,ENSG00000136379,ABHD17C,0,L2,2.487879642303064e-26,3.9996000399960006e-4
cg07611626,ENSG00000167632,TRAPPC9,958134,R8,2.5167610103395151e-26,9.99900009999e-4
cg10071275,ENSG00000196421,LINC00176,124514,L9,2.6971395722940894e-26,9.999000099990002e-5
cg02335185,ENSG00000149657,LSM14B,205610,R4,2.824491303558058e-26,5.999400059994001e-4
cg27219182,ENSG00000133195,SLC39A11,0,L2,2.8903725220863594e-26,5.999400059994001e-4
cg27460526,ENSG00000101138,CSTF1,394672,R8,2.923882052531504e-26,1.9998000199980003e-4
cg17814028,ENSG00000184402,SS18L1,374549,R6,3.061814712214834e-26,1.9998000199980003e-4
cg04742384,ENSG00000101138,CSTF1,391010,R8,3.133180364088557e-26,1.9998000199980003e-4
cg17808631,ENSG00000164924,YWHAZ,266123,R10,3.206194477660247e-26,2.9997000299970003e-4
cg17808631,ENSG00000070756,PABPC1,35414,R2,3.3573198498901364e-26,9.999000099990002e-5
cg20414015,ENSG00000153130,SCOC,271325,R2,3.3961914690075774e-26,5.999400059994001e-4
cg24820663,ENSG00000151025,GPR158,0,L3,3.474277126454121e-26,9.999000099990002e-5
cg25025181,ENSG00000185420,SMYD3,0,L5,3.475277951957507e-26,9.999000099990002e-5
cg00169930,ENSG00000185619,PCGF3,0,L2,3.6810704732435255e-26,1.9998000199980003e-4
cg04183602,ENSG00000130699,TAF4,667517,R6,3.7236558085075044e-26,9.999000099990002e-5
cg04827020,ENSG00000274281,RP11-326N17.2,730021,L9,3.759824316082118e-26,9.999000099990002e-5
cg16441044,ENSG00000011143,MKS1,17380,L1,3.810296829920699e-26,8.999100089991e-4
cg04380939,ENSG00000103429,BFAR,67797,R3,3.854363672654162e-26,9.999000099990002e-5
cg17898069,ENSG00000168275,COA6,63711,R5,3.8989356125347055e-26,3.9996000399960006e-4
cg08462367,ENSG00000253414,RP11-150O12.6,205511,R5,4.05896513611915e-26,1.9998000199980003e-4
cg05707211,ENSG00000254306,RP11-150O12.4,128049,R6,4.073025408873304e-26,9.999000099990002e-5
cg01442005,ENSG00000198740,ZNF652,187288,R8,4.0823900449589067e-26,8.999100089991e-4
cg09458931,ENSG00000122741,DCAF10,372661,L8,4.2255719967552836e-26,9.999000099990002e-5
cg27039118,ENSG00000147677,EIF3H,1078453,R4,4.27439673880605e-26,9.999000099990002e-5
cg03103549,ENSG00000225417,RP5-1178H5.2,179461,R4,4.920501231788685e-26,1.9998000199980003e-4
cg17487705,ENSG00000272463,RP11-532F6.3,693,R4,4.962379538701274e-26,9.999000099990002e-5
cg24307587,ENSG00000135821,GLUL,238154,R6,5.377185355794169e-26,8.999100089991e-4
cg25274975,ENSG00000261538,RP11-3M1.1,67955,L1,5.391949527864965e-26,1.9998000199980003e-4
cg10864979,ENSG00000249859,PVT1,0,L2,5.43918337766983e-26,2.9997000299970003e-4
cg17226042,ENSG00000183317,EPHA10,205827,R9,5.826332067874048e-26,8.999100089991e-4
cg04452534,ENSG00000095015,MAP3K1,0,R1,6.16972665489042e-26,9.999000099990002e-5
cg18486590,ENSG00000165807,PPP1R36,7113,R3,6.312634668110154e-26,9.999000099990002e-5
cg18519834,ENSG00000149657,LSM14B,394121,R5,6.312634668110154e-26,5.999400059994001e-4
cg10984962,ENSG00000235529,AGAP1-IT1,45991,L1,6.380949276842186e-26,4.999500049995e-4
cg21201357,ENSG00000122741,DCAF10,53721,R3,6.458822716045711e-26,9.999000099990002e-5
cg05365320,ENSG00000116857,TMEM9,132559,R7,6.684418455670276e-26,8.999100089991e-4
cg07830472,ENSG00000006453,BAIAP2L1,0,L2,7.159298890018018e-26,9.999000099990002e-5
cg12720921,ENSG00000168421,RHOH,61472,L2,7.159298890018018e-26,2.9997000299970003e-4
cg14528056,ENSG00000185499,MUC1,32074,L4,7.159298890018018e-26,8.999100089991e-4
cg04388863,ENSG00000121270,ABCC11,0,R1,7.409127914838118e-26,1.9998000199980003e-4
cg00653455,ENSG00000016391,CHDH,33657,L2,7.494309304650778e-26,9.999000099990002e-5
cg24307587,ENSG00000228918,LINC01344,0,R1,7.616005273402645e-26,9.999000099990002e-5
cg11524400,ENSG00000117984,CTSD,0,R2,8.211633463121773e-26,9.999000099990002e-5
cg14986386,ENSG00000134056,MRPS36,100188,L4,8.401348104650852e-26,3.9996000399960006e-4
cg12912426,ENSG00000261324,RP11-174G6.5,370936,R8,8.49782792220039e-26,8.999100089991e-4
cg16009407,ENSG00000273267,RP11-338K13.1,2199,R1,8.57164296934861e-26,9.999000099990002e-5
cg01372939,ENSG00000118894,EEF2KMT,135608,L5,8.793904678853646e-26,9.999000099990002e-5
cg14355482,ENSG00000154654,NCAM2,0,R1,9.204631980524674e-26,4.999500049995e-4
cg23093870,ENSG00000259496,RP11-19J5.1,241800,R4,9.28132227231883e-26,9.999000099990002e-5
cg03827327,ENSG00000205629,LCMT1,1028122,L10,9.525101695874411e-26,1.9998000199980003e-4
cg12633764,ENSG00000274883,Metazoa_SRP,30414,R2,9.765517906519322e-26,9.999000099990002e-5
cg26787863,ENSG00000143845,ETNK2,165335,L8,1.0083968600016782e-25,6.999300069993001e-4
cg04064672,ENSG00000046774,MAGEC2,0,R1,1.0148803915103581e-25,1.9998000199980003e-4
cg14517502,ENSG00000130699,TAF4,704532,R6,1.043476154416262e-25,1.9998000199980003e-4
cg17887364,ENSG00000129691,ASH2L,70801,R4,1.043476154416262e-25,1.9998000199980003e-4
cg05503433,ENSG00000086548,CEACAM6,132756,L10,1.055350767654324e-25,9.999000099990002e-5
cg01973181,ENSG00000250091,DNAH10OS,17272,R3,1.0797644332422903e-25,9.999000099990002e-5
cg20239391,ENSG00000062598,ELMO2,0,R1,1.1963028939081176e-25,9.999000099990002e-5
cg00987534,ENSG00000106077,ABHD11,54770,L2,1.2520197076032356e-25,9.999000099990002e-5
cg01181150,ENSG00000157212,PAXIP1,327517,R3,1.340451171498362e-25,3.9996000399960006e-4
cg11969108,ENSG00000157212,PAXIP1,152977,R3,1.4188514927325507e-25,3.9996000399960006e-4
cg25274185,ENSG00000237637,FRY-AS1,5706,L1,1.425495250393237e-25,1.9998000199980003e-4
cg17887364,ENSG00000175324,LSM1,128880,R9,1.4514690366156394e-25,9.999000099990002e-5
cg19918057,ENSG00000196810,CTBP1-AS2,218079,L7,1.4514690366156394e-25,5.999400059994001e-4
cg07891044,ENSG00000245149,RNF139-AS1,224751,R9,1.4680435902081997e-25,9.999000099990002e-5
cg19437852,ENSG00000173581,CCDC106,30937,L3,1.5362999070796079e-25,1.9998000199980003e-4
cg00225196,ENSG00000253161,LINC01605,145161,L7,1.6076869150490993e-25,1.9998000199980003e-4
cg04723436,ENSG00000236420,CHCHD3P1,676784,R10,1.6620931291418075e-25,5.999400059994001e-4
cg27159583,ENSG00000183145,RIPPLY3,88543,R5,1.6822251183968694e-25,6.999300069993001e-4
cg13639016,ENSG00000099219,ERMP1,60789,L2,1.6823596826148946e-25,9.999000099990002e-5
cg05397033,ENSG00000149657,LSM14B,579065,R6,1.7209747675030316e-25,6.999300069993001e-4
cg12840933,ENSG00000039319,ZFYVE16,87821,L3,1.7209747675030316e-25,9.99900009999e-4
cg08462367,ENSG00000254306,RP11-150O12.4,289638,R8,1.733921380060996e-25,9.999000099990002e-5
cg06720544,ENSG00000198369,SPRED2,0,L2,1.7604679754528508e-25,9.999000099990002e-5
cg19609644,ENSG00000245149,RNF139-AS1,261276,R9,1.7805500393716362e-25,9.999000099990002e-5
cg24657085,ENSG00000265178,MIR4728,22402,R2,1.810962550881942e-25,9.999000099990002e-5
cg15642209,ENSG00000196704,AMZ2,37199,L3,1.884416342409368e-25,4.999500049995e-4
cg03276000,ENSG00000157212,PAXIP1,552795,R3,1.9495949711512057e-25,5.999400059994001e-4
cg03301165,ENSG00000006007,GDE1,178578,L5,1.9495949711512057e-25,3.9996000399960006e-4
cg06501007,ENSG00000067248,DHX29,515105,L10,1.9718137696803427e-25,5.999400059994001e-4
cg25628461,ENSG00000178950,GAK,156040,R8,1.9942834634758984e-25,1.9998000199980003e-4
cg24227371,ENSG00000137502,RAB30,0,R5,2.0632261362313603e-25,6.999300069993001e-4
cg04547002,ENSG00000064652,SNX24,186752,L7,2.086727787663563e-25,1.9998000199980003e-4
cg00351813,ENSG00000131242,RAB11FIP4,60947,L8,2.134529780483552e-25,4.999500049995e-4
cg10754505,ENSG00000149657,LSM14B,393634,R5,2.134529780483552e-25,7.999200079992001e-4
cg25209132,ENSG00000130699,TAF4,559110,R4,2.134529780483552e-25,1.9998000199980003e-4
cg01400480,ENSG00000133808,MICALCL,45623,R2,2.297487438020445e-25,6.999300069993001e-4
cg25855592,ENSG00000196810,CTBP1-AS2,206274,L7,2.390308458620536e-25,6.999300069993001e-4
cg03607573,ENSG00000166012,TAF1D,0,L9,2.4174991934487063e-25,4.999500049995e-4
cg20573931,ENSG00000147586,MRPS28,1120147,R10,2.529361100666931e-25,9.999000099990002e-5
cg25628461,ENSG00000249592,RP11-440L14.1,69151,R4,2.587200267227882e-25,1.9998000199980003e-4
cg14818176,ENSG00000125454,SLC25A19,120594,R8,2.6166093829969203e-25,7.999200079992001e-4
cg12946440,ENSG00000122687,MRM2,520292,R5,2.6764249524541535e-25,1.9998000199980003e-4
cg17977723,ENSG00000130347,RTN4IP1,120195,L7,2.7375951428379503e-25,9.999000099990002e-5
cg23124613,ENSG00000140526,ABHD2,0,L3,3.0996372467093113e-25,9.999000099990002e-5
cg24657085,ENSG00000273576,RP11-390P24.1,136531,L8,3.0996372467093113e-25,9.999000099990002e-5
cg02926033,ENSG00000157212,PAXIP1,194815,R3,3.1703839791514536e-25,5.999400059994001e-4
cg08462367,ENSG00000253161,LINC01605,110442,R3,3.279514534157344e-25,1.9998000199980003e-4
cg09958065,ENSG00000151465,CDC123,355937,L7,3.279514534157344e-25,6.999300069993001e-4
cg10210510,ENSG00000084073,ZMPSTE24,11278,L1,3.279514534157344e-25,9.999000099990002e-5
cg21386863,ENSG00000168280,KIF5C,1093748,L10,3.279514534157344e-25,8.999100089991e-4
cg14818176,ENSG00000265800,RP11-649A18.5,11034,L2,3.352844462924182e-25,9.999000099990002e-5
cg12665414,ENSG00000170091,HMP19,153850,R4,3.411958906857562e-25,6.999300069993001e-4
cg12726213,ENSG00000253699,CTD-3118D11.3,143555,L3,3.505485939143635e-25,9.999000099990002e-5
cg19404207,ENSG00000106261,ZKSCAN1,26057,R2,3.5488404142059373e-25,4.999500049995e-4
cg24657085,ENSG00000131748,STARD3,40606,L4,3.797055482857976e-25,9.999000099990002e-5
cg03214622,ENSG00000141570,CBX8,672579,R8,3.8835573153950522e-25,9.999000099990002e-5
cg08942191,ENSG00000259495,RP11-210M15.2,33176,L1,3.8835573153950522e-25,8.999100089991e-4
cg17006281,ENSG00000157212,PAXIP1,145800,R3,4.154950956347143e-25,6.999300069993001e-4
cg11969493,ENSG00000132825,PPP1R3D,327442,R6,4.201975293617214e-25,1.9998000199980003e-4
cg20456954,ENSG00000066777,ARFGEF1,0,R3,4.249526885007933e-25,1.9998000199980003e-4
cg23093870,ENSG00000259309,RP11-19J5.2,259240,R5,4.250819259364302e-25,1.9998000199980003e-4
cg24692310,ENSG00000279549,AP000437.3,2693,L1,4.29568613126499e-25,1.9998000199980003e-4
cg26695784,ENSG00000103494,RPGRIP1L,363995,L7,4.395404058844794e-25,9.999000099990002e-5
cg04240491,ENSG00000230118,AC092569.2,141685,R4,4.475842324375964e-25,7.999200079992001e-4
cg21157873,ENSG00000143376,SNX27,98052,R9,4.649637091065499e-25,9.999000099990002e-5
cg02026180,ENSG00000168291,PDHB,384758,R10,5.38087010047504e-25,9.999000099990002e-5
cg02734358,ENSG00000185477,GPRIN3,0,R1,5.38087010047504e-25,9.999000099990002e-5
cg06235575,ENSG00000196421,LINC00176,124522,L9,5.627945599846493e-25,2.9997000299970003e-4
cg01901579,ENSG00000258630,RP11-725G5.2,180188,R5,5.806566613704577e-25,1.9998000199980003e-4
cg12172163,ENSG00000269356,RP11-120K24.4,162215,L8,5.987778200305059e-25,9.999000099990002e-5
cg07725163,ENSG00000279312,RP3-331H24.7,36260,L4,6.367056268954866e-25,9.999000099990002e-5
cg18542304,ENSG00000259424,RP11-35O15.1,97615,L3,6.375579987299571e-25,9.999000099990002e-5
cg00836101,ENSG00000274281,RP11-326N17.2,730614,L9,6.45902270359561e-25,9.999000099990002e-5
cg20247326,ENSG00000130699,TAF4,155121,R1,6.886627772769771e-25,2.9997000299970003e-4
cg00067884,ENSG00000259248,USP3-AS1,76409,L2,6.964203156385846e-25,2.9997000299970003e-4
cg20268352,ENSG00000082153,BZW1,62371,R4,7.042644193428427e-25,4.999500049995e-4
cg05378861,ENSG00000273821,RP5-963E22.6,46326,R4,7.489335230445032e-25,9.99900009999e-4
cg02150820,ENSG00000141570,CBX8,398167,R6,7.876822843725623e-25,9.999000099990002e-5
cg20383521,ENSG00000159409,CELF3,120054,R7,8.354623113553938e-25,1.9998000199980003e-4
cg03228065,ENSG00000167969,ECI1,12624,R4,8.8087809380419e-25,2.9997000299970003e-4
cg12726213,ENSG00000250569,NTAN1P2,125960,R3,8.8087809380419e-25,4.999500049995e-4
cg12787836,ENSG00000236830,CBR3-AS1,0,L3,8.8087809380419e-25,1.9998000199980003e-4
cg13315995,ENSG00000101138,CSTF1,139416,R5,8.8087809380419e-25,3.9996000399960006e-4
cg02187712,ENSG00000186577,C6orf1,318354,L8,9.007881917810448e-25,2.9997000299970003e-4
cg13909949,ENSG00000130699,TAF4,1354919,R10,9.007881917810448e-25,2.9997000299970003e-4
cg04717045,ENSG00000149716,ORAOV1,0,R2,9.10909775671428e-25,1.9998000199980003e-4
cg20439473,ENSG00000136451,VEZF1,0,R1,9.211440161878916e-25,2.9997000299970003e-4
cg16935734,ENSG00000267270,PARD6G-AS1,4437,R5,9.525351627860736e-25,9.999000099990002e-5
cg20035127,ENSG00000272264,RP11-92K15.3,125480,R5,9.740188411243705e-25,9.999000099990002e-5
cg05120309,ENSG00000265154,MIR151B,90260,R2,1.0032912522987797e-24,9.999000099990002e-5
cg05034374,ENSG00000155636,RBM45,357787,R7,1.007225470346378e-24,5.999400059994001e-4
cg01250845,ENSG00000165490,DDIAS,38756,R2,1.0299625431802318e-24,6.999300069993001e-4
cg12243633,ENSG00000130699,TAF4,661819,R6,1.0415210161246112e-24,2.9997000299970003e-4
cg16631083,ENSG00000159055,MIS18A,390491,R5,1.0415210161246112e-24,6.999300069993001e-4
cg14864167,ENSG00000272155,RP11-707M3.3,124168,R1,1.1136200797892725e-24,2.9997000299970003e-4
cg16765393,ENSG00000106012,IQCE,188377,L3,1.1644109414512619e-24,1.9998000199980003e-4
cg04388863,ENSG00000261538,RP11-3M1.1,68199,L1,1.1717566232856954e-24,2.9997000299970003e-4
cg26205890,ENSG00000279382,RP11-449J21.3,130548,R9,1.1774631353985045e-24,9.999000099990002e-5
